image,image_data,object_info,actr_data,actr_data_processed
000000060360.jpg,"[['cup', 99.59235191345215, 625, 172, 569, 152], ['diningtable', 92.00425148010254, 1544, 118, 1087, 184], ['knife', 81.70468211174011, 872, 748, 224, 20], ['fork', 97.0932126045227, 469, 355, 670, 509], ['hot dog', 84.87111330032349, 1023, 827, 886, 485], ['hot dog', 93.54054927825928, 890, 683, 921, 511]]","[['cup', 99.59235191345215, 398, 360, 188901, 3.211337306697791], ['diningtable', 92.00425148010254, 831, 635, 1287678, 3.0429998005806733], ['knife', 81.70468211174011, 810, 122, 25296, 2.998013024576472], ['fork', 97.0932126045227, 412, 589, 18354, 3.0842331342051494], ['hot dog', 84.87111330032349, 925, 685, 78596, 2.9200191250078187], ['hot dog', 93.54054927825928, 786, 716, 84870, 2.9680745152784103]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 398, screen_y= 360, value= None), value= cup) [0.4144]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 412, screen_y= 589, value= None), value= fork) [0.9304]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 786, screen_y= 716, value= None), value= hot dog) [1.4458]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 831, screen_y= 635, value= None), value= diningtable) [1.9794]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 925, screen_y= 685, value= None), value= hot dog) [2.4261]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 810, screen_y= 122, value= None), value= knife) [2.942]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 810, screen_y= 122, value= None), value= knife) [2.942]']","[[398, 360, 0.4144], [412, 589, 0.9304], [786, 716, 1.4458], [831, 635, 1.9794], [925, 685, 2.4261], [810, 122, 2.942], [810, 122, 2.942]]"
000000062348.jpg,"[['chair', 72.54002094268799, 525, 120, 586, 302], ['bowl', 95.97275257110596, 707, 404, 827, 628], ['diningtable', 94.29579973220824, 1613, 69, 1036, 438], ['bottle', 83.64920616149901, 1199, 1055, 638, 321], ['bowl', 98.6581802368164, 863, 677, 621, 524], ['sandwich', 83.89071226119995, 663, 469, 532, 466]]","[['chair', 72.54002094268799, 322, 444, 115020, 2.738224441454072], ['bowl', 95.97275257110596, 555, 727, 60297, 3.1143847689647313], ['diningtable', 94.29579973220824, 841, 737, 923312, 3.241185930997621], ['bottle', 83.64920616149901, 1127, 479, 45648, 3.061686012520086], ['bowl', 98.6581802368164, 770, 572, 18042, 3.0570060864422395], ['sandwich', 83.89071226119995, 566, 499, 12804, 2.920117624582489]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 322, screen_y= 444, value= None), value= chair) [0.6246]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 566, screen_y= 499, value= None), value= sandwich) [1.1208]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 770, screen_y= 572, value= None), value= bowl) [1.6482]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 841, screen_y= 737, value= None), value= diningtable) [2.0682]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 555, screen_y= 727, value= None), value= bowl) [2.5756]', '_visuallocation(color= None, screen_x= 1127, screen_y= 479, value= None) [2.6256]']","[[322, 444, 0.6246], [566, 499, 1.1208], [770, 572, 1.6482], [841, 737, 2.0682], [555, 727, 2.5756], [1127, 479, 2.6256]]"
000000065427.jpg,"[['pizza', 99.13635849952698, 1518, 225, 1055, 445], ['bottle', 97.47296571731569, 1399, 1158, 489, 23]]","[['pizza', 99.13635849952698, 871, 750, 788730, 3.140498842708656], ['bottle', 97.47296571731569, 1278, 256, 112306, 3.2649187075281687]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 871, screen_y= 750, value= None), value= pizza) [0.548]', '_visuallocation(color= None, screen_x= 1278, screen_y= 256, value= None) [0.598]']","[[871, 750, 0.548], [1278, 256, 0.598]]"
000000074894.jpg,"[['tvmonitor', 96.55726552009584, 769, 288, 664, 388], ['chair', 98.50892424583435, 1368, 980, 1028, 719], ['bottle', 98.60112071037292, 411, 308, 748, 531], ['mouse', 89.26268815994263, 964, 891, 597, 571]]","[['tvmonitor', 96.55726552009584, 528, 526, 132756, 3.2498317872471585], ['chair', 98.50892424583435, 1174, 873, 119892, 3.1451702489058015], ['bottle', 98.60112071037292, 359, 639, 22351, 2.856183579977154], ['mouse', 89.26268815994263, 927, 584, 1898, 2.925878753614434]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 528, screen_y= 526, value= None), value= tvmonitor) [0.6689]', '_visuallocation(color= None, screen_x= 359, screen_y= 639, value= None) [0.7189]']","[[528, 526, 0.6689], [359, 639, 0.7189]]"
000000079634.jpg,"[['diningtable', 98.13886284828186, 1594, 68, 1097, 67], ['bowl', 99.8510241508484, 793, 260, 880, 513], ['sandwich', 97.43198156356813, 1439, 756, 1016, 623], ['spoon', 97.8660762310028, 998, 188, 1019, 791], ['cup', 67.28965640068054, 1415, 1198, 296, 30], ['cup', 72.62173295021056, 1600, 1325, 407, 37], ['bottle', 94.24697756767272, 450, 219, 453, -5], ['cup', 97.21717238426208, 1083, 813, 516, 29]]","[['diningtable', 98.13886284828186, 831, 582, 1571780, 3.105105632907129], ['bowl', 99.8510241508484, 526, 696, 195611, 3.104033233161167], ['sandwich', 97.43198156356813, 1097, 819, 268419, 3.2459030756954617], ['spoon', 97.8660762310028, 593, 905, 184680, 3.1425786720568336], ['cup', 67.28965640068054, 1306, 163, 57722, 2.6694560301117747], ['cup', 72.62173295021056, 1462, 222, 101750, 2.865217519591713], ['bottle', 94.24697756767272, 334, 224, 105798, 3.0075570081613394], ['cup', 97.21717238426208, 948, 272, 131490, 3.136317833404985]]","['_visuallocation(color= None, screen_x= 334, screen_y= 224, value= None) [0.1]']","[[334, 224, 0.1]]"
000000082775.jpg,"[['bench', 98.68085980415344, 1389, 68, 1059, 156], ['bottle', 99.24666285514832, 630, 355, 940, 337]]","[['bench', 98.68085980415344, 728, 607, 1192863, 3.326823138158071], ['bottle', 99.24666285514832, 492, 638, 165825, 3.0210798215790984]]","['_visuallocation(color= None, screen_x= 492, screen_y= 638, value= None) [0.1]']","[[492, 638, 0.1]]"
000000084273.jpg,"[['bowl', 63.04540634155274, 1545, 1211, 445, 217], ['diningtable', 98.02094101905823, 1492, 209, 985, 166], ['cup', 99.80095028877258, 761, 205, 955, 442], ['bottle', 87.27755546569824, 347, 132, 204, 9], ['cup', 79.15202379226685, 1531, 1237, 431, 178], ['spoon', 60.47946214675903, 991, 795, 603, 277], ['fork', 66.618674993515, 997, 829, 592, 296], ['cake', 96.92659974098206, 1230, 982, 644, 363], ['fork', 98.455810546875, 1003, 693, 941, 498], ['spoon', 70.77391743659973, 1311, 1199, 231, 147]]","[['bowl', 63.04540634155274, 1378, 331, 76152, 2.7637980330720313], ['diningtable', 98.02094101905823, 850, 575, 1050777, 3.006935182505858], ['cup', 99.80095028877258, 483, 698, 285228, 3.2039233857423217], ['bottle', 87.27755546569824, 239, 106, 41925, 3.080303110641999], ['cup', 79.15202379226685, 1384, 304, 74382, 2.9276284757053226], ['spoon', 60.47946214675903, 893, 440, 63896, 2.6403153869327753], ['fork', 66.618674993515, 913, 444, 49728, 2.6995337031460194], ['cake', 96.92659974098206, 1106, 503, 69688, 3.2121381457542655], ['fork', 98.455810546875, 848, 719, 137330, 2.9742501813889173], ['spoon', 70.77391743659973, 1255, 189, 9408, 2.7192503884070947]]","['_visuallocation(color= None, screen_x= 239, screen_y= 106, value= None) [0.1]']","[[239, 106, 0.1]]"
000000085404.jpg,"[['banana', 98.68978261947632, 1552, 932, 780, 186], ['cell phone', 77.24858522415161, 755, 300, 961, 606], ['banana', 96.18437886238098, 1053, 583, 1048, 529], ['bottle', 79.94214892387392, 1225, 1006, 302, 20]]","[['banana', 98.68978261947632, 1242, 483, 368280, 3.155949646257531], ['cell phone', 77.24858522415161, 527, 783, 161525, 2.9468949371482585], ['banana', 96.18437886238098, 818, 788, 243930, 3.1159309751785047], ['bottle', 79.94214892387392, 1115, 161, 61758, 2.8835805677452244]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 527, screen_y= 783, value= None), value= cell phone) [0.6188]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 818, screen_y= 788, value= None), value= banana) [1.0479]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1242, screen_y= 483, value= None), value= banana) [1.6389]', '_visuallocation(color= None, screen_x= 1115, screen_y= 161, value= None) [1.6889]']","[[527, 783, 0.6188], [818, 788, 1.0479], [1242, 483, 1.6389], [1115, 161, 1.6889]]"
000000086135.jpg,"[['car', 95.25681138038635, 701, 162, 207, 30], ['bicycle', 68.43843460083008, 1293, 378, 1058, 85]]","[['car', 95.25681138038635, 431, 118, 95403, 2.9488781340296644], ['bicycle', 68.43843460083008, 835, 571, 890295, 3.0012395973405854]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 431, screen_y= 118, value= None), value= car) [0.4104]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 835, screen_y= 571, value= None), value= bicycle) [1.0532]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 835, screen_y= 571, value= None), value= bicycle) [1.0532]']","[[431, 118, 0.4104], [835, 571, 1.0532], [835, 571, 1.0532]]"
000000086596.jpg,"[['bottle', 98.04342985153198, 1232, 1107, 947, 624]]","[['bottle', 98.04342985153198, 1169, 785, 40375, 2.9850072828347396]]","['_visuallocation(color= None, screen_x= 1169, screen_y= 785, value= None) [0.1]']","[[1169, 785, 0.1]]"
000000092217.jpg,"[['laptop', 98.51182103157043, 1399, 880, 1100, 815], ['bottle', 83.52077007293701, 299, 197, 412, 184], ['cell phone', 82.54403471946715, 641, 579, 247, 137]]","[['laptop', 98.51182103157043, 1139, 957, 147915, 3.0385309422615565], ['bottle', 83.52077007293701, 248, 298, 23256, 2.917631758189404], ['cell phone', 82.54403471946715, 610, 192, 6820, 2.9357704039318886]]","['_visuallocation(color= None, screen_x= 248, screen_y= 298, value= None) [0.1]']","[[248, 298, 0.1]]"
000000092288.jpg,"[['diningtable', 97.93884158134459, 1546, 123, 977, 16], ['cup', 79.23106551170348, 1264, 1033, 407, 18], ['fork', 62.34816908836365, 1158, 1013, 745, 244], ['carrot', 70.99704146385194, 1040, 950, 482, 408]]","[['diningtable', 97.93884158134459, 834, 496, 1367503, 3.1390758845973896], ['cup', 79.23106551170348, 1148, 212, 89859, 2.9237908899831417], ['fork', 62.34816908836365, 1085, 494, 72645, 2.6958340378822205], ['carrot', 70.99704146385194, 995, 445, 6660, 2.8164355541103006]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 834, screen_y= 496, value= None), value= diningtable) [0.5705]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 995, screen_y= 445, value= None), value= carrot) [0.972]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1085, screen_y= 494, value= None), value= fork) [1.3521]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1148, screen_y= 212, value= None), value= cup) [1.7619]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1148, screen_y= 212, value= None), value= cup) [1.7619]']","[[834, 496, 0.5705], [995, 445, 0.972], [1085, 494, 1.3521], [1148, 212, 1.7619], [1148, 212, 1.7619]]"
000000093267.jpg,"[['diningtable', 96.187561750412, 1521, 96, 1085, 73], ['cup', 99.17640089988708, 1271, 1002, 440, 44]]","[['diningtable', 96.187561750412, 808, 579, 1442100, 3.203400235536293], ['cup', 99.17640089988708, 1136, 242, 106524, 3.050050145194763]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 808, screen_y= 579, value= None), value= diningtable) [0.4998]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1136, screen_y= 242, value= None), value= cup) [1.038]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1136, screen_y= 242, value= None), value= cup) [1.038]']","[[808, 579, 0.4998], [1136, 242, 1.038], [1136, 242, 1.038]]"
000000100223.jpg,"[['oven', 77.69981026649475, 1097, 607, 1081, 656], ['sink', 66.81761145591736, 1629, 865, 1109, 733], ['bottle', 93.08384656906128, 1473, 1401, 774, 565], ['wine glass', 65.87689518928528, 973, 928, 293, 198], ['apple', 63.82936239242554, 713, 672, 494, 458]]","[['oven', 77.69981026649475, 852, 868, 208250, 2.8249910278679455], ['sink', 66.81761145591736, 1247, 921, 287264, 2.650654212653834], ['bottle', 93.08384656906128, 1437, 669, 15048, 2.946438278416345], ['wine glass', 65.87689518928528, 950, 245, 4275, 3.0718472958311693], ['apple', 63.82936239242554, 692, 476, 1476, 2.820842064607616]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 692, screen_y= 476, value= None), value= apple) [0.6063]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 950, screen_y= 245, value= None), value= wine glass) [1.0175]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 852, screen_y= 868, value= None), value= oven) [1.5482]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1247, screen_y= 921, value= None), value= sink) [2.0542]', '_visuallocation(color= None, screen_x= 1437, screen_y= 669, value= None) [2.1042]']","[[692, 476, 0.6063], [950, 245, 1.0175], [852, 868, 1.5482], [1247, 921, 2.0542], [1437, 669, 2.1042]]"
000000105576.jpg,"[['broccoli', 96.82106375694276, 1337, 955, 393, 57], ['bottle', 98.9001214504242, 1550, 1309, 401, 34], ['cup', 77.92318463325499, 875, 668, 661, 492]]","[['broccoli', 96.82106375694276, 1146, 225, 128352, 3.1489537058392076], ['bottle', 98.9001214504242, 1429, 217, 88447, 3.133709723148159], ['cup', 77.92318463325499, 771, 576, 34983, 3.013244836016463]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 771, screen_y= 576, value= None), value= cup) [0.5146]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1146, screen_y= 225, value= None), value= broccoli) [1.1248]', '_visuallocation(color= None, screen_x= 1429, screen_y= 217, value= None) [1.1748]']","[[771, 576, 0.5146], [1146, 225, 1.1248], [1429, 217, 1.1748]]"
000000107147.jpg,"[['diningtable', 89.49541449546814, 1335, 97, 1010, 125], ['bottle', 99.43054914474487, 518, 290, 408, 40], ['donut', 99.59886074066162, 985, 759, 569, 391], ['donut', 97.17841744422913, 1234, 1023, 713, 538], ['donut', 89.90976810455322, 848, 648, 699, 585], ['donut', 87.50236630439758, 1039, 833, 710, 552], ['cup', 99.82869029045105, 625, 356, 976, 700]]","[['diningtable', 89.49541449546814, 716, 567, 1095630, 3.056931305000565], ['bottle', 99.43054914474487, 404, 224, 83904, 3.244668022898188], ['donut', 99.59886074066162, 872, 480, 40228, 2.978835657984076], ['donut', 97.17841744422913, 1128, 625, 36925, 3.1701726237887358], ['donut', 89.90976810455322, 748, 642, 22800, 2.9365319134349614], ['donut', 87.50236630439758, 936, 631, 32548, 2.882570663761027], ['cup', 99.82869029045105, 490, 838, 74244, 3.167614839362486]]","['_visuallocation(color= None, screen_x= 404, screen_y= 224, value= None) [0.1]']","[[404, 224, 0.1]]"
000000116577.jpg,"[['refrigerator', 84.88181233406067, 1366, 116, 1036, 81], ['bottle', 93.33443641662598, 1581, 1420, 1075, 792]]","[['refrigerator', 84.88181233406067, 741, 558, 1193750, 2.9693882665234397], ['bottle', 93.33443641662598, 1500, 933, 45563, 2.936460985602348]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 741, screen_y= 558, value= None), value= refrigerator) [0.6998]', '_visuallocation(color= None, screen_x= 1500, screen_y= 933, value= None) [0.7498]']","[[741, 558, 0.6998], [1500, 933, 0.7498]]"
000000122602.jpg,"[['bottle', 89.57093358039856, 532, 339, 560, 163], ['scissors', 99.85653758049013, 531, 287, 934, 577]]","[['bottle', 89.57093358039856, 435, 361, 76621, 2.965984566683479], ['scissors', 99.85653758049013, 409, 755, 87108, 3.145086415340897]]","['_visuallocation(color= None, screen_x= 435, screen_y= 361, value= None) [0.1]']","[[435, 361, 0.1]]"
000000124995.jpg,"[['pottedplant', 65.72268009185791, 1162, 520, 763, 191], ['vase', 99.77328181266785, 1438, 1101, 734, 237], ['vase', 89.51736092567444, 976, 766, 724, 507]]","[['pottedplant', 65.72268009185791, 841, 477, 367224, 2.9310394887903124], ['vase', 99.77328181266785, 1269, 485, 167489, 3.291644101285563], ['vase', 89.51736092567444, 871, 615, 45570, 3.2298508287580923]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 841, screen_y= 477, value= None), value= pottedplant) [0.5209]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 871, screen_y= 615, value= None), value= vase) [0.9873]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1269, screen_y= 485, value= None), value= vase) [1.7236]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1269, screen_y= 485, value= None), value= vase) [1.7236]']","[[841, 477, 0.5209], [871, 615, 0.9873], [1269, 485, 1.7236], [1269, 485, 1.7236]]"
000000128398.jpg,"[['pizza', 76.44671797752379, 1410, 898, 351, 210], ['diningtable', 83.87168645858766, 1535, 157, 949, 187], ['pizza', 67.43210554122925, 1304, 293, 822, 406], ['wine glass', 91.51403903961182, 621, 442, 263, 21], ['bottle', 82.40534663200378, 851, 731, 329, 65]]","[['pizza', 76.44671797752379, 1154, 280, 72192, 2.811047606116932], ['diningtable', 83.87168645858766, 846, 568, 1050036, 3.0363819733217468], ['pizza', 67.43210554122925, 798, 614, 420576, 2.8031648850366846], ['wine glass', 91.51403903961182, 531, 142, 43318, 3.353964244829081], ['bottle', 82.40534663200378, 791, 197, 31680, 2.828943313772873]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 531, screen_y= 142, value= None), value= wine glass) [0.6207]', '_visuallocation(color= None, screen_x= 791, screen_y= 197, value= None) [0.6707]']","[[531, 142, 0.6207], [791, 197, 0.6707]]"
000000131595.jpg,"[['clock', 99.8607099056244, 1573, 968, 783, 74], ['clock', 97.553813457489, 777, 381, 926, 632], ['clock', 99.50522184371948, 1071, 805, 766, 463], ['bottle', 86.71348094940186, 1550, 1458, 852, 542]]","[['clock', 99.8607099056244, 1270, 428, 428945, 3.1843823484400375], ['clock', 97.553813457489, 579, 779, 116424, 3.359828074036524], ['clock', 99.50522184371948, 938, 614, 80598, 3.144154577575541], ['bottle', 86.71348094940186, 1504, 697, 28520, 2.9713635684664084]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 579, screen_y= 779, value= None), value= clock) [0.563]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 938, screen_y= 614, value= None), value= clock) [1.1934]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1270, screen_y= 428, value= None), value= clock) [1.7066]', '_visuallocation(color= None, screen_x= 1504, screen_y= 697, value= None) [1.7566]']","[[579, 779, 0.563], [938, 614, 1.1934], [1270, 428, 1.7066], [1504, 697, 1.7566]]"
000000134769.jpg,"[['chair', 98.71430397033691, 683, 280, 245, 9], ['diningtable', 93.868225812912, 1454, 146, 1077, 229], ['pizza', 98.79998564720154, 1365, 139, 1076, 321], ['bottle', 93.15155148506165, 944, 776, 325, 60]]","[['chair', 98.71430397033691, 481, 127, 95108, 2.9816506842856807], ['diningtable', 93.868225812912, 800, 653, 1109184, 2.987793599907445], ['pizza', 98.79998564720154, 752, 698, 925630, 3.1449092707055413], ['bottle', 93.15155148506165, 860, 192, 44520, 3.200209585373722]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 481, screen_y= 127, value= None), value= chair) [0.5099]', '_visuallocation(color= None, screen_x= 860, screen_y= 192, value= None) [0.5599]']","[[481, 127, 0.5099], [860, 192, 0.5599]]"
000000137967.jpg,"[['tvmonitor', 99.32815432548523, 869, 496, 647, 337], ['keyboard', 99.55508708953856, 1528, 1123, 858, 679], ['tvmonitor', 99.70482587814331, 1541, 1220, 665, 340], ['book', 62.3973548412323, 1031, 957, 672, 470], ['keyboard', 99.8509407043457, 865, 465, 799, 717], ['book', 60.58477759361267, 1099, 879, 955, 810], ['mouse', 99.58937168121338, 1014, 928, 772, 722]]","[['tvmonitor', 99.32815432548523, 682, 492, 115630, 2.928070589125503], ['keyboard', 99.55508708953856, 1325, 768, 72495, 3.234369720000769], ['tvmonitor', 99.70482587814331, 1380, 502, 104325, 3.0605725294455652], ['book', 62.3973548412323, 994, 571, 14948, 2.686724817662724], ['keyboard', 99.8509407043457, 665, 758, 32800, 2.9368997215746186], ['book', 60.58477759361267, 989, 882, 31900, 2.759770736276365], ['mouse', 99.58937168121338, 971, 747, 4300, 3.03296795899504]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 682, screen_y= 492, value= None), value= tvmonitor) [0.5318]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 665, screen_y= 758, value= None), value= keyboard) [0.9838]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 971, screen_y= 747, value= None), value= mouse) [1.4458]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 989, screen_y= 882, value= None), value= book) [1.9358]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 994, screen_y= 571, value= None), value= book) [2.4291]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1325, screen_y= 768, value= None), value= keyboard) [2.9953]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1380, screen_y= 502, value= None), value= tvmonitor) [3.3648]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1380, screen_y= 502, value= None), value= tvmonitor) [3.3648]']","[[682, 492, 0.5318], [665, 758, 0.9838], [971, 747, 1.4458], [989, 882, 1.9358], [994, 571, 2.4291], [1325, 768, 2.9953], [1380, 502, 3.3648], [1380, 502, 3.3648]]"
000000138086.jpg,"[['chair', 99.69993829727171, 1171, 562, 286, 32], ['pizza', 95.63360214233398, 1063, 467, 665, 453], ['diningtable', 99.7493863105774, 1658, 68, 1032, 238], ['pizza', 87.22705841064453, 1247, 408, 978, 662], ['wine glass', 99.94302988052368, 1219, 1059, 533, 116], ['bottle', 99.51162934303284, 339, 160, 793, 56]]","[['chair', 99.69993829727171, 866, 159, 154686, 3.006384662300403], ['pizza', 95.63360214233398, 765, 559, 126352, 3.234378062246775], ['diningtable', 99.7493863105774, 863, 635, 1262460, 3.1624721388059607], ['pizza', 87.22705841064453, 827, 820, 265124, 2.973495159186469], ['wine glass', 99.94302988052368, 1139, 324, 66720, 3.2369534206411616], ['bottle', 99.51162934303284, 249, 424, 131923, 3.152461376371771]]","['_visuallocation(color= None, screen_x= 249, screen_y= 424, value= None) [0.1]']","[[249, 424, 0.1]]"
000000140373.jpg,"[['chair', 96.72358632087708, 609, 198, 257, 19], ['pizza', 68.75774264335632, 1281, 877, 1049, 731], ['pizza', 85.21203994750977, 1011, 744, 266, 140], ['bottle', 99.80029463768005, 582, 411, 462, 87], ['cup', 97.18369245529176, 266, 135, 616, 269]]","[['chair', 96.72358632087708, 403, 138, 97818, 3.1099225175959706], ['pizza', 68.75774264335632, 1079, 890, 128472, 2.9694897160671867], ['pizza', 85.21203994750977, 877, 203, 33642, 3.0705054735435278], ['bottle', 99.80029463768005, 496, 274, 64125, 3.15900543663867], ['cup', 97.18369245529176, 200, 442, 45457, 3.1526367772734285]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 403, screen_y= 138, value= None), value= chair) [0.537]', '_visuallocation(color= None, screen_x= 496, screen_y= 274, value= None) [0.587]']","[[403, 138, 0.537], [496, 274, 0.587]]"
000000142970.jpg,"[['pizza', 71.92476987838745, 1455, 268, 850, 113], ['diningtable', 94.49884295463562, 1507, 194, 1080, 71], ['wine glass', 67.57902503013611, 674, 452, 93, 18], ['bottle', 81.84285759925842, 1234, 976, 205, 18], ['wine glass', 93.51385831832886, 1551, 1244, 390, 46], ['fork', 99.03716444969177, 495, 125, 497, 419], ['knife', 84.02406573295595, 1538, 1276, 623, 512]]","[['pizza', 71.92476987838745, 861, 481, 874819, 2.789979166840585], ['diningtable', 94.49884295463562, 850, 575, 1324817, 3.113002873095574], ['wine glass', 67.57902503013611, 563, 55, 16650, 2.6599547348570627], ['bottle', 81.84285759925842, 1105, 111, 48246, 2.7961483235085374], ['wine glass', 93.51385831832886, 1397, 218, 105608, 2.9989080972368805], ['fork', 99.03716444969177, 310, 458, 28860, 3.158598244921573], ['knife', 84.02406573295595, 1407, 567, 29082, 2.7450005323106517]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 310, screen_y= 458, value= None), value= fork) [0.5461]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 563, screen_y= 55, value= None), value= wine glass) [1.0148]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 861, screen_y= 481, value= None), value= pizza) [1.375]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 850, screen_y= 575, value= None), value= diningtable) [1.857]', '_visuallocation(color= None, screen_x= 1105, screen_y= 111, value= None) [1.907]']","[[310, 458, 0.5461], [563, 55, 1.0148], [861, 481, 1.375], [850, 575, 1.857], [1105, 111, 1.907]]"
000000147659.jpg,"[['sandwich', 99.19813871383668, 675, 178, 1019, 570], ['bowl', 95.73836326599121, 1531, 1005, 1108, 729], ['bottle', 99.75345134735107, 531, 404, 541, 163], ['cup', 98.00894260406494, 348, 150, 651, 389], ['sandwich', 97.8972554206848, 915, 625, 658, 382], ['sandwich', 98.61814379692078, 1219, 903, 685, 450]]","[['sandwich', 99.19813871383668, 426, 794, 223153, 3.100292774613102], ['bowl', 95.73836326599121, 1268, 918, 199354, 3.168553703233751], ['bottle', 99.75345134735107, 467, 352, 48006, 3.2648249196872214], ['cup', 98.00894260406494, 249, 520, 51876, 3.19894541532261], ['sandwich', 97.8972554206848, 770, 520, 80040, 3.0709538189817445], ['sandwich', 98.61814379692078, 1061, 567, 74260, 3.162696526648435]]","['_visuallocation(color= None, screen_x= 467, screen_y= 352, value= None) [0.1]']","[[467, 352, 0.1]]"
